symbol,tf,window,rule,ret_net,trades,win,expo,ret_gross,bh
ETHUSDT,1d,7,dom_adx_med,6.5978148129461776,81,0.43209876543209874,0.22208847427023773,6.759814812946177,8.046920529801325
ETHUSDT,1d,7,dom_adx_p90,1.407331450562746,20,0.55,0.04995486006620524,1.447331450562746,8.046920529801325
ETHUSDT,1d,8,dom,13.99694341298748,149,0.47651006711409394,0.4649413180860668,14.29494341298749,8.046920529801325
ETHUSDT,1d,8,dom_adx_med,6.154444720729522,73,0.4794520547945205,0.21847727956665663,6.300444720729518,8.046920529801325
ETHUSDT,1d,8,dom_adx_p90,1.2379310581770924,17,0.5882352941176471,0.046945531146554316,1.2719310581770928,8.046920529801325
ETHUSDT,1d,9,dom,13.559556305265659,137,0.46715328467153283,0.4631357207342763,13.83355630526567,8.046920529801325
ETHUSDT,1d,9,dom_adx_med,5.821979992702483,65,0.5076923076923077,0.2157688835389708,5.951979992702475,8.046920529801325
ETHUSDT,1d,9,dom_adx_p90,0.9928488053095684,17,0.5294117647058824,0.04634366536262414,1.0268488053095681,8.046920529801325
ETHUSDT,1d,10,dom,14.107651731760045,130,0.45384615384615384,0.46433945230213663,14.367651731760052,8.046920529801325
ETHUSDT,1d,10,dom_adx_med,5.562957107681645,63,0.5555555555555556,0.2157688835389708,5.688957107681643,8.046920529801325
ETHUSDT,1d,10,dom_adx_p90,0.6398071326211323,18,0.4444444444444444,0.04513993379476377,0.6758071326211323,8.046920529801325
ETHUSDT,1d,12,dom,13.85154931373029,115,0.4956521739130435,0.45982545892266025,14.081549313730292,8.046920529801325
